# UNATTESTED. Post-seal read-only read of replicate workspaces on bnode0 2026-09-02T13:5xZ. The sealed collection contains NO script inventory (git-log.txt records no filenames), so nothing attests these bytes are unchanged since the campaign. Skip this line when parsing.
rep,arm,filename,language,loc,purpose,category,pulled_at,attestation
rep03,ungated,bin/waitstart.sh,shell,10,"Exit when any rep03 job is RUNNING, or after ~55 min. Reports progress too.",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep03,ungated,bin/waitwork.sh,shell,8,"Exit when result rows grow past a target, or after ~55 min. One line out.",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep03,ungated,bin/watch.sh,shell,12,Emit one line whenever rep03 job state or output row counts change.,other,2026-09-02T13:5xZ,none - post-seal workspace read
rep03,ungated,bin/wcjoin.py,python,118,"Join all RASPA result rows in results/*.tsv into one working-capacity table. Tag grammar seen in this campaign: <k><idx>_p<pressure>[_<mode>][_s<seed>] where k is a one-letter queue family (b bench, t",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep03,ungated,bin/worker.py,python,133,"Long-lived generic worker: one PBS job, many queues, fed while it runs. Dispatch is the scarce resource on this cluster, not CPU-hours: 15 replicates share one UNIX user and its per-group core caps, a",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep03,ungated,bin/workq.py,python,49,"Filesystem work queue: many independent PBS jobs, no duplicated work. The cluster caps cores per UNIX user and all 15 replicates share one user, so job dispatch is unpredictable: a job may start in a ",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/addcover.py,python,35,"Add a COVER line to bin/digest.sh. Coverage of the phi >= 0.26 screen band is the single stated limitation of the Claim (REPORT section 4), and it is the only quantity still improving. It should be vi",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/assess.py,python,42,"What is each RUNNING job still going to spend compute on, and is it worth it? Claim-grade runs are the only numbers admissible in the report, and they sit in the queued lists behind these. So the ques",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/c65.py,python,38,The 65 bar leg reproduces too - the floor screen is sound (08-31 06:57),surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/calfit.py,python,48,"Compact surrogate-calibration report: is the surrogate ranking usable at the head, and how deep must tier-1 go to be confident the true best is inside?",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/ceilA.py,python,58,"Geometric ceiling, done properly. hs_1.865 is the insertion probability of a hard sphere of the CH4 LJ sigma/2 radius: a *conservative* (low) estimate of the CH4-accessible volume fraction phi, becaus",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/ceiling.py,python,82,Ceiling analysis from data already in hand. No cluster time. Two independent lines of argument: A. Geometric bound. Working capacity cannot exceed what fits in the accessible volume. hs_1.865 is the p,surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/chain1.sh,shell,26,chain1.sh — runs detached on the login node.,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/chain2.sh,shell,14,"Waits for the calibration set to finish, then produces the fit diagnostics.",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/claim1.py,python,47,Claim-grade low-pressure legs: cycles and seed are both non-issues (08-31 05:38),parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/claim1b.py,python,17,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/claimdc.py,python,42,"Claim-grade working capacities: DC = N(65) - N(5.8) at the SAME seed, 10,000+50,000 cycles, grid-free. results/claim.csv has no header; positional: 0 sid | 1 P_Pa | 4 seed | 7 rc | 12 vol | 13 vol_err",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/claimsec.py,python,43,coverage: how much of the phi>=0.26 screen band is measured (complete pairs),bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/corner.py,python,52,"The head sits at the EDGE of the sampled range in three descriptors, not inside it: capacity rises monotonically as density falls (best bin 0.3-0.4 g/cm3, only 2 measured), as the potential minimum we",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/corr1.py,python,36,"CORRECTION to the two sections below: the sleep turn costs $0.33, not $2.30 (08-31 04:42)",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/cost.py,python,34,"Project the cost of the queued claim-grade work from measured floor-cycle walls. Claim grade is 10,000+50,000 against 2,000+10,000: 5x the production cycles and 5x the initialization, so ~5x the wall,",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/cpuh.py,python,60,"Meter compute and print one line. busy = sum of per-case wall seconds in results/*.csv (cores doing work) scheduler = cpu_h_scheduler from usage.json -- the harness's own accounting, which is what cha",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/descriptors.py,python,216,"Cheap per-structure descriptors by Widom sampling of the CH4-framework potential. For each structure we draw N uniform random points in the unit cell and evaluate the TraPPE methane (united-atom, sing",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/digest.sh,shell,60,"bin/digest.sh — ONE call, everything a check-in needs, ~25 lines.",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/digest_bench.py,python,44,"Compact digest of the cost-model benchmark: one line per case, plus the cost model the campaign will be planned against.",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/endgame_0831b.py,python,40,"THE ENDGAME IS FIXED: COMPUTE HALTS ~09-01 23:00, SPEND ~09-02 22:00 (08-31 23:55)",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/escnote.py,python,23,The two INBOX entries of 09-01 12:28 are stale acknowledgements - do NOT wait on them,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/file_campaign.py,python,73,"Close the campaign: mark REPORT.md as filed, and write the closing entries in STATE.md and LOG.md.",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/finalrep.py,python,266,"Regenerate REPORT.md in the charter section 7 format, with every number computed from results/ rather than typed.",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/firstdc.py,python,49,FIRST CLAIM-GRADE CAPACITIES (08-31 13:15) - and seed noise pinned at <0.1,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/fit.py,python,116,"Calibrate and, more importantly, *test* the screening surrogate against GCMC. The question is not ""is the surrogate correlated with GCMC"" — almost any porosity descriptor is. The question is whether i",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/fixcpuh.py,python,78,"Rewrite bin/cpuh.py. The old one would have ended my campaign at ~30% of the real compute budget. The bug: alloc summed ppn x (now - START) for every stamp lacking an END line, on the assumption that ",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/fixcpuh2.py,python,49,"Correct the total in bin/cpuh.py and rewrite bin/guard.sh to match. usage.json carries two compute figures: cpu_h 520.5 basis ""finished-job PBS cput"" cpu_h_scheduler 765.8 and my independent in-flight",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/fixfloor.py,python,30,"Widen the floor-value lookup in bin/claimdc.py. It scanned only results/t1.csv, so S10985 -- the leader, whose floor-cycle pair lives in another results file -- printed a dash in the floor column. The",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/fixproj.py,python,30,"project.py computed the compute burn rate from the FIRST mark ever recorded. That is wrong here: the job count went 1 -> 4 (4 cores -> 16) during the marked period, so a since-start average understate",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/fixproj2.py,python,12,the old alloc= field was the one inflated by never-ENDed stamps.,other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/frame_0831.py,python,41,Restate the ceiling so it does not depend on the leader's own value.,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/gap.py,python,55,Do the two ceiling arguments actually cover the whole database between them? The phi bound relies on hs_1.865 being a meaningful measure of accessible volume. At small phi it is not: a hard sphere of ,other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/gap2.py,python,51,"The ceiling argument, restated WITHOUT any deduplication. Deduplication was an efficiency device that leaked into the ceiling claim, and a regex bug made it over-merge (see LOG 2026-08-30 12:30). Noth",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/gap3.py,python,54,"gap2.py, with the headerless-file defect fixed. results/{claim,edge,tier2,twin}.csv carry no header row, so every csv.DictReader in bin/ silently drops all four files AND mis-reads their first data ro",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/guard.sh,shell,17,Compute hard-stop guard. Charter section 4 sets a hard stop at 100% of 1610 CPU-h.,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/head.py,python,57,"Is the head at an optimum, or still climbing? If working capacity is still rising at the edge of the sampled range in some descriptor, there is headroom and the ceiling claim is premature. If it turns",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/lead.py,python,57,"Leaderboard across every result file, keeping method provenance separate. Grid-based and grid-free numbers are never mixed into one working capacity: charter section 3 requires any grid-based number p",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/lead65.py,python,29,Where the leader's claim-grade 65 bar leg sits (checked 08-31 06:45),bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/leaderdc.py,python,35,THE LEADER IS CLAIM-GRADE: S10985 = 206.80 +/- 0.63 (08-31 22:24),surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/listcheck.py,python,62,"READ-ONLY. Classify every task list by the state of the job that owns it, and report real duplication risk. Three states, and only the first two can ever execute another case: LIVE - owning job is R i",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/lists_err.py,python,61,"MY OWN ERROR: I rewrote lists under running jobs (09-01 09:20, found and repaired)",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/liveness.py,python,34,Two things that make a healthy run look stalled (08-31 12:03),parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/meterfix_note.py,python,71,MY COMPUTE METER WAS WRONG BY 62% AND WOULD HAVE ENDED THE CAMPAIGN EARLY (09-01 13:45),bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/mkjob.py,python,25,Emit a PBS script that runs a task list under xargs -P on one node. usage: mkjob.py <name> <tasklist> <ppn> <nodeprop> [walltime_h] [runner] runner = 'case' (default; each line is arguments to bin/run,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/modify.py,python,113,"Structural modification of a database framework, under charter section 3. Section 3 permits modified structures ""only if the modified structure is chemically charge-balanced and its preparation is ful",structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/noise.py,python,55,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/orphan.py,python,46,"List the half-done structures whose partner leg is in no task list, with the tag they came from and their phi, and emit the partner legs as task lines.",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/pairfix.py,python,62,EVERY claim-grade leg was an orphan - fixed 08-31 10:30,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/parse_out.py,python,34,"Extract the numbers we need from a RASPA .data file into one CSV line. Emitted fields (no header; header is written once when the results file is created): sid,P_Pa,ninit,nprod,seed,grid,wall_s,rc,uc,",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/phifront.py,python,49,"Where does the database sit in CH4-accessible volume fraction, and is the high-phi region screened at all? The measured head sits at phi 0.34-0.48 and packing density falls monotonically with phi, so ",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/plan.py,python,102,"Priority work list, dealt into the task files of QUEUED (not running) jobs. v3, 2026-08-30 12:35. Deduplication is removed from the critical path entirely. It was an efficiency device that leaked into",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/prep_cif.py,python,81,"Rewrite a db CIF into a RASPA-readable P1 CIF. The pinned UFF set names its pseudo-atoms with a trailing underscore ('C_', 'Ag_'); the database CIFs label atoms 'C1', 'Ag3'. This script relabels only:",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/project.py,python,60,"Project when each budget runs out, from the workspace's own logged history, and say which one binds. Numbers are derived, never typed. compute : from logs/cpuh_marks.csv (alloc CPU-h vs wall clock) sp",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/promote.py,python,84,"Promote specific legs to the head of QUEUED task lists. Motive: S10985/65bar/s1 is in flight on t1a5. Its partner S10985/5.8bar/s1 is a cheap (~1 h) leg sitting mid-list in a queued job. If both land,",structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/rank.py,python,66,"Merge the descriptor sweep with the structure manifest, rank, and select the GCMC calibration sample. rank.py merge -> manifest/desc_all.csv (+ a short summary to stdout) rank.py select <n> -> manifes",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/recon.py,python,51,"Reconcile measured legs against the work still queued. Prints only counts, never rows. Answers three questions: 1. how many structures are half-done (one pressure only) 2. for those, is the missing le",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/rep_patch_0831.py,python,74,,surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/repair_lists.py,python,94,"Repair the damage from re-running the old claimpair2.py against running jobs. What happened, in order: 1. claimpair2.py hardcoded the running list as jobs/t1a.part00. By 09-01 09:00 calib3, calib4, t1",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/rescue_0901.py,python,85,"Reschedule legs that were never executed and have no schedulable home. bin/stranded.py found 64: 51 calib, 3 t1, 10 bench. They sit only in lists whose jobs have finished, so nothing will ever read th",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/rescue_note.py,python,38,A task list is not consumed by being read - 64 legs were silently lost (09-01 09:30),descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/reslice.py,python,52,"Round-robin re-slice of the four QUEUED task lists so that each sub-slice preserves the global priority ordering (claim, tier2, t1 screen, edge). Contiguous splitting would put a whole low-priority bl",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/run_case.sh,shell,82,run_case.sh <sid> <pressure_Pa> <ninit> <nprod> <tag> <seed> [grid],other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/runway.py,python,30,"Runway re-measured on the sleep-turn shape: ~14 h of presence, not 130 (08-31 04:33)",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/scan_db.py,python,138,"Single pass over db/*.cif -> compact manifest CSV. Extracts only cheap, exact quantities: cell parameters, volume, atom count, element composition, framework mass, crystal density, and the perpendicul",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/sched2.py,python,26,"REVISED SCHEDULE (09-01 14:05) - spend binds, and the plan is to let the cluster run",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/sens.py,python,47,"Sensitivity of the physical cut to how the maximum deliverable density is estimated. The whole phi>=0.291 boundary comes from one number: max(DC/phi) = 714, taken over structures with phi >= 0.15. Tha",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/sevendc.py,python,51,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/snap.sh,shell,6,,other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/stat.py,python,67,"Stress the statistical bound, now that it is the load-bearing one. It excludes every structure below phi 0.26 by asserting DC <= a + b*surrogate + rmax. Two ways that can fail: the relation is not lin",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/state_fix_0831.py,python,37,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/state_spend_0831.py,python,41,SPEND IS THE BUDGET THAT WILL BIND (measured 08-31 04:20),bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/status.sh,shell,20,One-line-per-fact campaign status.  Never dumps raw output.,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/stranded.py,python,56,"READ-ONLY. Of the legs that sit only in DEAD lists, how many were never executed? A dead list still contains every line it ever held -- xargs consumes from a file descriptor, it does not edit the file",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/turnshape.py,python,47,"AFFORDABLE PRESENCE IS ~20-30 h, NOT 155 h. THE TURN SHAPE IS THE FIX. (08-31 04:22)",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/twins.py,python,48,"Twin deduplication underpins the word ""exhaustive"" in the ceiling claim, so it needs checking rather than asserting. Grouping strips the trailing [ASR]n / [FSR]n field and keeps the member with the hi",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/vet.py,python,75,"Structural vetting of the measured head (charter section 9). Hypothetical frameworks can be fictitiously porous through overlapping or unphysically placed atoms, which inflates uptake without being a ",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/wait2.sh,shell,10,"wait2.sh <max_seconds> : sleep until desc sweep done AND bench done, or timeout",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/waitfor.sh,shell,9,waitfor.sh <file> <nrows> <max_seconds> [poll_s],other,2026-09-02T13:5xZ,none - post-seal workspace read
rep04,ungated,bin/watch.py,python,36,"One line per check-in. Only the quantities that could change a conclusion: the leader (the exclusion threshold for the whole statistical bound), the runner-up (whether the head is separable), the maxi",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/analyze.py,python,52,"Join GCMC results with descriptors; report the landscape, the calibration of the screening estimate, and the current leaderboard. Compact output only.",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/audit_repro.py,python,87,"Compare reproduction runs against their originals and write the audit lines. The repro worker only produces numbers; deciding whether a reproduction PASSED is an audit judgement and belongs here, on t",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/auditsum.py,python,30,Compact AUDIT.jsonl summary. Counts only -- never dumps lines.,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/bonds.py,python,49,"Bond-length audit of a scaled structure against covalent chemistry. Isotropic lattice scaling multiplies every interatomic distance by the same factor, including the covalent bonds. That is fine as a ",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/boxqueue.py,python,47,"Put the whole high-capacity descriptor box at the front of the screening queue. Working capacity peaks at He void fraction ~0.85-0.90 and largest-cavity diameter ~9-13 A, and falls away on BOTH sides ",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/ceiling.py,python,89,Ceiling analysis: bound the chance that an unscreened structure beats the best. The screening model predicts wc from descriptors alone. Which structures were chosen for GCMC is a function of the predi,surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/cifutil.py,python,119,CIF parsing + geometric/energetic descriptors for the rep05 campaign. Pure numpy. No scipy. Reads the pinned UFF mixing-rules file for LJ parameters so that descriptor energetics use exactly the param,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/claim.py,python,20,Atomically claim the next task from a queue file. Prints the task or nothing.,other,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/cpuh.sh,shell,18,Compute-budget meter: sums wall time of finished/running rep05 PBS workers,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/desc_summary.py,python,44,"Compact summary of the descriptor table. Prints tables, never rows.",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/descriptors.py,python,141,"Per-structure descriptors for rep05 screening. From the CIF plus the pinned UFF LJ table: G3 quantities : density, min interatomic distance / clashes, net CIF charge, He void fraction (Widom, 298 K; a",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/dupes.py,python,64,"How many of the 12,499 database entries are geometric duplicates of each other? The two structures at the top of this campaign's leaderboard turned out to have different file bytes but identical cell ",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/ensemble.sh,shell,30,Seed ensemble + G6 reproduction for the finalists.,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/g2audit.py,python,89,"G1/G2 gate events for measured working capacities, with the audit evidence. G2: 210-230 is flagged `flagged_pending` and audited before promotion. G1: >230 is presumed an artifact and audited before i",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/g4sens.py,python,40,"G4(c) sensitivity: how the class-(a) exposed-metal flag moves with the threshold. Appendix A G4(c) requires the chosen threshold to be stated, and a sensitivity report where the IDENTITY of the Claim ",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/gatefix.py,python,25,Split the remaining gate list and file the commit-provenance correction.,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/gates.py,python,157,Appendix-A gate evaluation for a list of structures. G3 (pre-simulation structure sanity) overlap : any pair closer than 0.60 x (sum of Cordero covalent radii) density : outside 0.20 - 4.50 g/cm3 He v,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/gcmc_worker.sh,shell,46,"GCMC worker. Pulls structures from work/queue_$BATCH.txt until STOP appears,",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/governor.sh,shell,58,Keeps head-node screening workers near a target that TRACKS THE NODE'S SLACK.,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/interpen.py,python,77,"Two-fold interpenetration of a framework: densification with bonds preserved. The scaling series located the optimum but reached it by compressing covalent bonds, which is not chemistry. Interpenetrat",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/keeper.sh,shell,61,Keeper: nothing on the cluster may depend on the agent session being alive.,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/mkgridinput.py,python,22,"Derive grid.input from an archived simulation.input, for gridded reproductions. The grid is a function of the framework and the force field only, so the grid input is the simulation input with Simulat",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/mkmod.py,python,57,"Build modified structures under G5, and record what was done to them. Modification 1 -- isotropic lattice scaling. The cell edges are multiplied by a factor; fractional coordinates, composition, conne",structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/mkpbs.sh,shell,10,mkpbs.sh <jobname> <nodeprop> <outfile> <command...>,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/mkqueue.py,python,49,"Build the screening queue. Mechanical G3 kill first (density bounds, atom overlap, cell charge balance), then rank the survivors by the non-interacting-site working-capacity estimate and interleave th",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/mkrun.py,python,100,"Build a RASPA GCMC run directory for one structure at 5.8 and 65 bar. The emitted CIF carries _atom_site_label = pinned-UFF pseudo-atom name (element + '_'), so RASPA matches the pinned table instead ",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/mkval.py,python,18,Pick a paired grid-vs-no-grid validation set spanning the measured range.,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/mkworkers.sh,shell,19,mkworkers.sh <batch> <n> <init> <prod> <maxh> <grid|-> <props...>,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/model.py,python,76,"Descriptor -> working-capacity screening model. Two pieces: * a one-parameter physical estimate: methane in the framework's own energy landscape treated as non-interacting sites of volume v0, N(P) = T",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/optimum.py,python,59,"Where does working capacity peak in descriptor space, and does the database reach it? If the best measured structures sit at the peak of wc against void fraction / pore size, the ceiling is a property",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/parse_out.py,python,38,"Extract the few numbers we need from a RASPA run directory. Prints one CSV line: name,status,n58,e58,n65,e65,wc,ewc,rho,cycles_init,cycles_prod,ncell Nothing else from the raw output ever enters the s",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/patch_gates.py,python,18,Swap the open_metals implementation in bin/gates.py and add METAL_CAP.,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/reap.py,python,66,"Reap screening runs that have become uneconomic, and put lost tasks back. A floor-fidelity gridded structure takes 22 minutes at the median. A run still at 5 print intervals after 17 hours is not goin",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/refit.py,python,70,Refit the descriptor->working-capacity model on measured GCMC and re-rank. Usage: refit.py [--write NEWQUEUE] Prints a compact diagnostic table only; never dumps rows.,surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/remaining.py,python,6,Hours remaining to deadline_kst. Python 3.6 safe.,other,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/repro_worker.sh,shell,46,Reproduction worker for G6 (finalist reproduction) and G7 (random audit).,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/requeue.py,python,43,Re-rank the unconsumed tail of the screening queue on the refitted model. Selection must never depend on a structure's OWN measured value -- that is the one property the ceiling argument rests on. Ref,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/reseed.py,python,29,Set RandomSeed (and optionally the cycle counts) in an archived simulation.input. Usage: reseed.py <simulation.input> <seed> [init] [prod] Only these keys are touched. Everything else in the archived ,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/run_desc.sh,shell,8,,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/run_local.sh,shell,9,Launch N niced head-node GCMC workers on a batch. Logged as a charter,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/run_val.sh,shell,7,,other,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/start_gov.sh,shell,7,,other,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/status.sh,shell,12,One-line-per-topic campaign status. Never dumps raw output.,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/tick.sh,shell,8,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep05,gated,bin/watch.sh,shell,24,"Emits one compact status line only when something material changes, plus a",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep06,gated,bin/analyse.py,python,91,"Campaign analysis: landscape, ceiling test, and the report tables. Tests the pre-registered ceiling frame -- WC <= 0.518 * phi * 590 = 306*phi -- against measured GCMC, and reports where measured poin",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep06,gated,bin/audit_denet.py,python,76,"Append the audit events the 2026-08-30 G3 ruling requires for the DENET arm. The ruling: G3's density floor filters as-deposited artifacts, and does NOT bar an agent-created, charge-balanced modificat",structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep06,gated,bin/auto_round1.sh,shell,14,"Wait for the descriptor queue to drain, then run round 1 unattended.",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
